movieid,movieName,releaseDate,rating,popularity
10072,A Nightmare on Elm Street 3: Dream Warriors,2/27/87,6.5,17.304055
211954,No se Aceptan Devoluciones,7/20/13,7.5,9.59729
82990,Paranormal Activity 4,10/17/12,5.2,20.326337
29912,The Robe,9/16/53,6.4,4.028875
11843,The Return of the Pink Panther,5/21/75,6.7,6.470766
11284,Freddy's Dead: The Final Nightmare,9/5/91,5.1,16.856231
504,Monster,11/16/03,7,19.683187
173,"20,000 Leagues Under the Sea",12/23/54,6.8,9.358197
227348,Paranormal Activity: The Marked Ones,1/1/14,5.2,19.984477
1955,The Elephant Man,10/2/80,7.9,30.271066
152532,Dallas Buyers Club,9/7/13,7.9,59.454473
243940,The Lazarus Effect,1/29/15,5.1,20.304235
77,Memento,10/11/00,8.1,60.715151
157547,Oculus,9/8/13,6.3,35.871248
2295,Clerks II,5/25/06,6.9,18.077963
71,Billy Elliot,5/18/00,7.4,20.428237
147773,The Way Way Back,6/6/13,7.1,32.14444
16096,House Party 2,10/23/91,4.7,3.673566
24266,The Man from Snowy River,3/2/82,6.8,3.656491
16508,Doug's 1st Movie,3/26/99,5.4,1.88484
2895,The Apostle,10/9/97,6.1,4.227807
15660,Mommie Dearest,9/18/81,6.5,3.102862
59968,Our Idiot Brother,8/26/11,5.9,15.688439
323677,Race,2/19/16,7.1,22.9951
19848,The Players Club,4/8/98,6.4,5.769822
256274,"As Above, So Below",8/14/14,6.1,26.510558
235271,Addicted,10/10/14,5.4,7.544515
45153,Eve's Bayou,9/7/97,6.1,1.126941
284293,Still Alice,12/5/14,7.5,35.307577
24973,The Egyptian,8/25/54,6,4.079111
21610,Nighthawks,3/17/81,6.4,7.058868
10283,Friday the 13th Part VIII: Jason Takes Manhattan,7/28/89,4.8,12.904615
8346,My Big Fat Greek Wedding,2/22/02,6.2,18.115566
122081,Spring Breakers,1/24/13,5,62.554173
10987,Halloween: The Curse of Michael Myers,9/29/95,5,9.483717
1391,Y tu mamá también,6/8/01,7.3,16.890285
747,Shaun of the Dead,4/9/04,7.5,49.12486
14745,The Haunting of Molly Hartley,10/31/08,4.3,8.309894
26748,Lone Star,6/21/96,6.9,5.960149
11357,Halloween 4: The Return of Michael Myers,10/21/88,5.9,9.302349
24913,April Fool's Day,3/27/86,5.8,8.190888
13776,Diner,4/2/82,6.9,5.87193
14854,Lone Wolf McQuade,4/14/83,5.5,8.452666
50357,Apollo 18,7/20/11,5,17.028252
13090,Sunshine Cleaning,1/18/08,6.5,19.336367
192141,No Escape,8/26/15,6.7,38.006982
16441,The Beastmaster,8/20/82,6,6.377523
29996,Solomon and Sheba,12/25/59,5.4,0.835617
351819,Fifty Shades of Black,1/28/16,4.3,14.947588
14834,Not Easily Broken,1/9/09,6.3,5.1299
22649,A Farewell to Arms,12/8/32,6.2,1.199451
378200,The Perfect Match,3/11/16,5.2,3.810827
20455,Digimon: The Movie,3/17/00,6.2,3.7387
13193,Saved!,1/21/04,6.3,9.85123
11042,Les Invasions barbares,5/21/03,6.7,3.03091
10786,Robin and Marian,3/11/76,6.6,3.199904
12484,The Forsaken,4/27/01,4.9,2.739307
17339,Force 10 from Navarone,11/1/78,6.4,5.348446
11959,UHF,7/21/89,6.7,4.070044
9900,Grandma's Boy,1/6/06,6.6,9.974681
14662,Slums of Beverly Hills,8/14/98,6.5,6.308298
335,C'era una volta il West,12/21/68,8.1,49.333137
15745,Made,7/13/01,6.3,4.149628
17431,Moon,6/12/09,7.6,46.114184
21014,Keeping Up with the Steins,5/12/06,5.2,3.562563
78394,Sea Rex 3D: Journey to a Prehistoric World,5/14/10,5.9,4.498368
10217,The Sweet Hereafter,5/14/97,6.8,7.673124
46332,Des hommes et des dieux,5/18/10,6.5,4.992475
13996,Bottle Shock,8/6/08,6.6,6.174435
3028,Jekyll and Hyde ... Together Again,11/10/82,4.6,0.805312
1024,Heavenly Creatures,9/2/94,7,8.753409
343795,90 Minutes in Heaven,9/11/15,5.4,3.943706
45658,Everything Must Go,10/15/10,6,9.169411
16148,Zero Effect,1/30/98,6,2.732031
4553,The Machinist,2/9/04,7.3,35.252056
36351,Light Sleeper,8/21/92,5.7,6.063868
245916,Kill the Messenger,10/9/14,6.6,21.343093
27585,Rabbit Hole,12/16/10,6.9,10.095184
1415,Party Monster,9/5/03,5.9,4.129165
313922,Green Room,4/15/16,6.7,30.001024
14474,The Oh in Ohio,3/30/06,5.8,6.759235
199933,Atlas Shrugged Part III: Who is John Galt?,9/12/14,3.9,1.731035
13685,Bottle Rocket,2/21/96,6.8,11.700578
8744,Albino Alligator,9/9/96,5.6,2.388683
38428,"Gandhi, My Father",8/3/07,6,0.080704
8847,Standard Operating Procedure,2/12/08,6.6,0.888986
39269,Out of the Blue,5/1/80,6.5,0.679351
46838,Tucker and Dale vs Evil,1/22/10,7.3,19.940245
51384,"Lovely, Still",1/1/08,6.2,1.286991
56930,Tycoon,12/27/47,6.6,0.042442
41730,Desert Blue,6/6/99,5.5,1.116206
18442,Decoys,2/27/04,4.7,3.05434
298312,The Visit,9/10/15,6,38.94708
11600,Redacted,1/1/07,6.2,3.792015
71547,Fascination,10/13/04,3.8,0.219799
57876,Area 51,5/15/15,4.2,7.794
77495,Mientras duermes,10/14/11,7,9.136965
13849,The Cottage,2/7/08,6.3,8.39685
14849,Dead Like Me: Life After Death,2/17/09,5.8,7.864905
12486,Farce of the Penguins,12/1/06,3.2,1.963219
19615,Flying By,1/1/09,7,1.546169
244403,Rudderless,10/17/14,7.4,10.619574
292481,Henry & Me,8/18/14,3,0.999655
340816,Christmas Eve,12/4/15,6.1,1.985243
78814,We Have Your Husband,11/12/11,5,0.102003
297596,Dying of the Light,12/4/14,4.5,10.48009
299552,Born Of War,12/5/13,4.1,1.136568
11935,Capricorn One,12/10/77,6.4,11.095219
113406,Should've Been Romeo,4/28/12,0,0.40703
447027,Running Forever,10/27/15,0,0.028756
290825,Yoga Hosers,7/8/16,4.7,8.618793
361159,Navy Seals vs. Zombies,10/8/15,3.5,2.394613
12555,Obsluhoval jsem anglického krále,12/19/06,7,2.387463
31175,Soul Kitchen,9/9/09,7.1,5.461487
12498,Sling Blade,8/30/96,7.4,14.805264
77949,The Awakening,8/17/11,6.3,25.30216
1690,Hostel,1/6/05,5.7,38.83192
8435,A Cock and Bull Story,7/17/05,6.2,3.500741
64720,Take Shelter,11/25/11,7.1,19.807295
49365,Lady in White,4/22/88,6.3,1.435742
11404,Driving Lessons,4/30/06,6.3,7.667888
300706,Let's Kill Ward's Wife,12/23/14,5.5,8.496364
16337,The Texas Chainsaw Massacre 2,8/22/86,5.9,9.617777
11577,Pat Garrett & Billy the Kid,5/23/73,7.2,4.495256
77987,Only God Forgives,5/30/13,5.6,35.754865
40185,Camping Sauvage,10/13/05,4.8,0.20323
68202,Without Men,6/29/11,4.6,0.28076
8981,Dear Frankie,5/18/04,7,3.11319
10914,All Hat,9/11/07,1,0.137535
50848,Le Nom des gens,11/24/10,7.3,6.368933
166624,Treading Water,9/13/13,5.6,0.217538
10822,Savage Grace,5/18/07,5.7,3.531877
10844,Out of the Blue,10/12/06,5.9,0.706355
9336,Police Academy,3/22/84,6.5,15.002502
5689,The Blue Lagoon,7/5/80,5.8,22.585384
712,Four Weddings and a Funeral,3/9/94,6.6,29.834065
13342,Fast Times at Ridgemont High,8/13/82,7,20.403344
10339,Moby Dick,6/27/56,6.9,5.224593
1429,25th Hour,12/16/02,7.2,30.196039
9303,Bound,9/13/96,6.9,15.359952
641,Requiem for a Dream,10/27/00,7.9,11.573034
27686,State Fair,8/29/45,6.2,1.847822
65749,"Tango, no me dejes nunca",2/12/98,6.8,0.425551
6106,Salvador,4/23/86,7,3.819796
252680,Moms' Night Out,3/25/14,5.5,10.274542
141,Donnie Darko,1/18/01,7.7,61.210016
66607,Salvando al Soldado Perez,3/18/11,6.1,0.177356
17139,Karakter,4/17/97,7.7,0.011697
12079,Spun,6/1/02,6.6,6.249262
39800,Life During Wartime,10/10/09,6.3,3.108881
4550,친절한 금자씨,7/29/05,7.4,17.074843
62116,"Nannerl, la soeur de Mozart",6/9/10,6.2,0.774442
9991,Mean Machine,12/26/01,6,8.816995
13807,放‧逐,9/6/06,7,8.48639
68818,Blackthorn,8/31/11,6.6,5.223096
12093,Lilja 4-Ever,8/23/02,7.7,7.759215
36419,After.Life,4/9/10,5.4,14.570359
281730,Fugly,6/13/14,5.3,0.371337
510,One Flew Over the Cuckoo's Nest,11/18/75,8.2,127.525581
362105,R.L. Stine's Monsterville: The Cabinet of Souls,9/29/15,6.9,3.898737
10970,Silent Movie,6/17/76,6.7,7.315935
375290,Airlift,1/22/16,7.3,2.551559
17663,Anne of Green Gables,12/1/85,8.2,8.772574
270938,Falcon Rising,9/5/14,5.5,6.988357
116613,The Sweeney,9/11/12,5.7,6.938854
11826,Sexy Beast,9/13/00,7,11.21273
29920,Snabba Cash,1/15/10,6.5,7.217328
1088,Whale Rider,1/30/03,7.1,12.439495
26379,Paa,12/4/09,6.6,2.126139
34069,Cargo,9/24/09,5.9,10.142218
10947,High School Musical,1/20/06,6.1,16.536374
47452,Love and Death on Long Island,1/1/97,6.9,0.933891
3040,Ночной дозор,6/27/04,6.3,12.540624
11386,The Crying Game,9/2/92,6.9,8.839651
10246,Porky's,11/13/81,6.1,12.891276
29426,Survival of the Dead,5/6/10,4.6,10.789912
10331,Night of the Living Dead,10/1/68,7.5,25.666029
153,Lost in Translation,8/31/03,7.3,45.66662
703,Annie Hall,4/19/77,7.8,35.892034
27191,The Greatest Show on Earth,1/10/52,6.6,8.988455
1365,Monster's Ball,11/11/01,6.5,14.042041
287424,Maggie,5/8/15,5.2,40.016306
451,Leaving Las Vegas,10/27/95,7.1,22.030517
165864,Hansel and Gretel Get Baked,2/19/13,4.8,2.503612
987,The Front Page,12/1/74,6.9,4.117968
241251,The Boy Next Door,1/23/15,4.1,24.161735
40494,Trapeze,5/30/56,6.4,1.379354
39781,The Kids Are All Right,7/9/10,6.5,15.338211
8337,They Live,11/23/88,7.1,29.852608
5925,The Great Escape,6/20/63,7.8,35.061467
8357,What the #$*! Do We (K)now!?,4/23/04,5.8,7.288352
146203,The Last Exorcism Part II,2/28/13,4.4,10.605752
85350,Boyhood,6/5/14,7.5,43.40352
512,Scoop,7/27/06,6.4,17.229537
13408,The Wash,11/16/01,5.3,2.453459
47816,3 Strikes,3/1/00,5.9,1.433692
10744,The Cooler,1/17/03,6.7,9.976428
11536,The Misfits,1/1/61,6.8,2.930058
9782,The Night Listener,2/12/06,5.5,7.173059
18713,The Jerky Boys,2/3/95,4.8,1.735462
6537,El orfanato,8/27/07,7.1,29.071955
184345,A Haunted House 2,4/17/14,5.4,18.428909
1809,The Rules of Attraction,10/11/02,6.3,11.387335
2370,Topaz,12/18/69,6.1,5.975604
9809,Let's Go to Prison,11/17/06,5.5,4.59841
5,Four Rooms,12/9/95,6.5,22.87623
11013,Secretary,1/11/02,6.7,19.107285
19153,The Real Cancun,4/23/03,3.3,0.456485
10132,Talk Radio,12/21/88,6.7,4.541908
16448,Waiting for Guffman,1/31/96,7.3,4.348416
15122,Love Stinks,9/10/99,5.4,3.347885
8141,You Kill Me,2/9/07,6.2,6.091951
1546,Thumbsucker,1/23/05,6.1,4.757625
48572,Red State,8/19/11,5.9,12.062371
14517,Mirrormask,1/25/05,6.6,7.758188
89708,Samsara,9/16/11,8,12.781973
27551,The Barbarians,3/1/87,5.1,1.631993
64678,The Art of Getting By,6/17/11,6.5,12.690224
309503,Zipper,8/28/15,5.5,8.516229
14293,Poolhall Junkies,6/7/02,6.5,5.90259
15059,The Loss of Sexual Innocence,4/29/99,5.2,2.866934
103328,Holy Motors,7/2/12,6.9,9.140936
157847,Joe,4/11/14,6.5,22.987897
25719,Shooting Fish,8/22/97,7,1.204941
48309,Prison,3/4/88,6.7,7.605291
27723,Psycho Beach Party,8/6/00,6,2.855963
20468,The Big Tease,1/1/99,5.8,0.502396
242575,"Guten Tag, Ramón",10/18/13,8.1,1.771584
44945,Trust,9/10/10,6.6,21.230737
29122,An Everlasting Piece,12/22/00,6,0.068246
125123,Among Giants,6/24/98,4.5,0.541652
111190,Adore,4/3/13,6.1,18.790221
133575,The Velocity of Gary,7/16/99,4.2,0.409089
54580,Los lunes al sol,9/27/02,7.1,3.663108
52015,Stake Land,9/30/10,6.2,12.496261
34941,The Last Time I Committed Suicide,6/20/97,6.7,0.596889
227975,Praia do Futuro,5/1/14,6.4,2.611364
60422,Another Happy Day,11/18/11,6.2,3.238466
81390,A Lonely Place to Die,4/9/11,6.2,8.30723
10981,Nothing,9/9/03,5.8,3.408955
225235,Географ глобус пропил,7/26/13,7.3,1.876621
14902,1776,11/9/72,7.1,1.807571
121676,Inescapable,9/14/12,5.2,6.783053
22301,Hell's Angels,11/15/30,6.1,8.484123
20065,Purple Violets,4/30/07,5.7,0.936232
257087,The Veil,4/21/16,4.5,12.822534
46420,The Loved Ones,9/13/09,6.6,4.989985
114635,The Helpers,10/27/12,4.1,1.390659
158150,How to Fall in Love,7/21/12,5.2,1.923514
251979,The Perfect Wave,2/28/14,4.4,4.118612
874,A Man for All Seasons,12/12/66,7.5,9.541688
10774,Network,11/1/76,7.7,17.234745
770,Gone with the Wind,12/15/39,7.7,48.98255
266102,Desert Dancer,7/3/14,6.5,1.972668
29715,Major Dundee,4/7/65,6.2,3.490215
25209,Annie Get Your Gun,5/17/50,7.3,1.726175
37495,Four Lions,5/7/10,7,20.544999
29262,Casa de Areia,5/13/05,6.7,0.389471
34769,Defendor,9/12/09,6.5,8.45342
35032,The Pirate,6/11/48,6.6,0.90522
5178,The Good Heart,9/11/09,6,2.201678
8618,The History Boys,10/2/06,6.6,3.771652
3116,Midnight Cowboy,5/25/69,7.4,21.119209
9427,The Full Monty,8/13/97,6.8,17.002623
813,Airplane!,7/2/80,7.1,46.116885
352978,Chain of Command,8/30/15,5.3,1.398981
10634,Friday,4/26/95,7,25.5748
9516,Menace II Society,5/26/93,7.2,3.418871
16288,Creepshow 2,5/1/87,5.9,10.729884
23330,The Ballad of Cable Hogue,5/13/70,6.9,2.676535
18900,In Cold Blood,12/14/67,7.4,7.821438
27029,The Nun's Story,6/18/59,7.4,3.281509
26268,Harper,2/23/66,6.2,2.938973
573,Frenzy,5/25/72,7.1,10.219942
310131,The Witch,2/19/16,6.3,50.319662
40505,I Got the Hook Up,5/27/98,5.4,0.593068
11363,She's the One,8/26/96,5.7,8.406025
3033,Gods and Monsters,1/21/98,6.8,5.588652
25376,El secreto de sus ojos,8/13/09,7.8,25.894065
22007,Train,10/16/08,4.8,3.280081
765,Evil Dead II,3/13/87,7.6,35.674774
10615,Pootie Tang,6/29/01,5.4,3.115754
205321,Sharknado,7/11/13,3.8,20.466433
89540,La otra conquista,4/1/99,5.4,0.015597
46146,Trolljegeren,10/29/10,6.7,12.982319
38007,Ira & Abby,1/1/06,5.8,0.595136
14256,Winter Passing,2/7/06,6.7,3.643608
540,D.E.B.S.,1/21/04,5.6,6.396936
370464,The Masked Saint,1/8/16,2.9,0.909067
20055,The Betrayed,9/27/08,5.2,1.348114
224569,Taxman,9/16/99,2,0.964802
395766,The Secret,4/29/16,0,0.042346
39303,2:13,4/25/09,4.6,1.271621
142061,"Batman: The Dark Knight Returns, Part 2",1/18/13,7.9,25.891466
370662,Time to Choose,9/4/15,0,1.618138
252360,In the Name of the King III,12/27/13,3.3,4.304341
256740,Wicked Blood,3/4/14,5.3,3.158056
299145,Dawn Patrol,6/5/15,5,3.230779
241766,Lords of London,1/6/14,3.6,1.913302
12535,High Anxiety,12/25/77,6.5,5.690619
1667,La Marche de l'empereur,1/26/05,6.9,17.537154
50839,Margin Call,9/28/11,6.7,26.259389
86549,August,6/9/11,6.2,1.419431
13973,Choke,9/26/08,6,11.637458
244786,Whiplash,10/10/14,8.3,192.528841
598,Cidade de Deus,2/5/02,8.1,44.356711
11129,Human Traffic,6/4/99,6.8,4.859873
75861,To Write Love on Her Arms,3/13/15,6.8,6.723057
13551,The Dead Girl,11/7/06,6.4,3.069605
103663,Jagten,8/28/12,7.9,21.826888
850,A Christmas Story,11/18/83,7.4,15.128316
12586,Bella,9/9/06,6.7,1.814802
11564,Class of 1984,8/20/82,6.2,5.643023
301748,Opposite Sex,11/8/14,4.1,2.964785
108346,Dreaming of Joseph Lees,10/29/99,8,0.11615
8841,Entre les murs,9/24/08,6.8,13.437038
805,Rosemary's Baby,6/12/68,7.5,26.180367
11697,The Man Who Shot Liberty Valance,4/22/62,7.4,11.735287
22051,Adam,7/29/09,6.9,8.308442
436,"María, llena eres de gracia",1/18/04,6.9,3.027892
55347,Beginners,9/11/10,6.8,11.933449
10070,Feast,10/14/05,6.1,8.825113
8469,Animal House,7/27/78,7,17.332585
658,Goldfinger,9/17/64,7.2,47.812466
125490,Antiviral,9/19/12,5.7,11.753553
1585,It's a Wonderful Life,12/20/46,8,42.868495
627,Trainspotting,2/23/96,7.8,63.513324
23618,The Original Kings of Comedy,8/18/00,6.3,1.918959
41436,Paranormal Activity 2,10/20/10,5.7,22.789649
10162,Waking Ned,9/15/98,7.4,5.735912
1430,Bowling for Columbine,10/9/02,7.3,11.414843
259943,归来,5/16/14,6.9,6.017273
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,10/31/85,5.7,21.607228
11257,A Room with a View,12/13/85,6.9,7.961559
158015,The Purge,5/31/13,6,54.403033
82507,Sinister,3/29/12,6.7,41.045084
20337,Martin Lawrence Live: Runteldat,8/1/02,5,0.295226
261,Cat on a Hot Tin Roof,2/17/58,7.6,16.553594
1685,Beneath the Planet of the Apes,5/1/70,6.2,24.393296
20737,Air Bud,8/1/97,5.3,11.241802
10991,Pokémon 3: The Movie,7/8/00,5.9,9.18885
10225,Friday the 13th Part VI: Jason Lives,8/1/86,5.7,11.158167
826,The Bridge on the River Kwai,10/2/57,7.7,23.109959
34086,Spaced Invaders,4/27/90,4.7,1.586598
5854,Family Plot,4/9/76,6.7,3.832858
284,The Apartment,6/15/60,8.1,22.889294
10285,Jason Goes to Hell: The Final Friday,8/13/93,4.2,10.341982
5780,Torn Curtain,7/13/66,6.4,7.924982
292,Dave Chappelle's Block Party,9/12/05,6.4,1.697846
223485,Slow West,4/16/15,6.6,14.936661
29463,Krush Groove,10/25/85,7,0.720091
18065,Next Day Air,2/6/09,5.3,2.747402
22013,Elmer Gantry,6/19/60,7.3,6.734965
821,Judgment at Nuremberg,12/1/61,7.6,13.338539
53862,Trippin',5/12/99,4.5,0.185373
3089,Red River,8/26/48,7.3,5.344815
30139,Phat Girlz,1/1/06,3.7,0.982624
132344,Before Midnight,4/5/13,7.4,23.299907
15582,Teen Wolf Too,11/20/87,3.8,4.103764
15158,Phantasm II,7/8/88,6.3,5.003615
44634,Woman Thou Art Loosed,9/30/04,5,0.019984
30309,Real Women Have Curves,1/1/02,5.8,1.026243
7509,Water,9/8/05,6.8,2.787375
10557,East Is East,5/14/99,6.5,3.667372
23531,Whipped,9/1/00,3.1,2.144354
28005,Kama Sutra - A Tale of Love,9/11/96,5.7,3.937939
40247,Please Give,1/22/10,6,5.325156
252,Willy Wonka & the Chocolate Factory,6/29/71,7.4,23.981601
24126,Warlock: The Armageddon,5/1/93,5.2,3.107149
13982,8 Heads in a Duffel Bag,4/18/97,5.4,5.016607
16642,Days of Heaven,9/13/78,7.6,13.857194
17734,Thirteen Conversations About One Thing,9/2/01,6.4,6.997495
18892,Jawbreaker,1/30/99,5.9,4.337685
549,Basquiat,8/9/96,6.6,3.636634
121986,Frances Ha,5/17/13,7.2,15.492257
868,Tsotsi,8/18/05,6.9,2.504169
10683,Happiness,10/16/98,7.4,10.757539
17995,DysFunktional Family,4/4/03,6.1,1.580027
246403,Tusk,9/19/14,5.1,15.754614
670,올드보이,1/1/03,8,56.76349
35691,Letters to God,4/9/10,6.5,3.644872
49010,Hobo with a Shotgun,5/6/11,5.7,16.900433
317930,Compadres,3/31/16,5.2,1.569246
11229,Freeway,8/23/96,6.5,4.682881
22488,Love's Abiding Joy,10/6/06,5.8,1.128559
24469,Fish Tank,5/14/09,6.9,12.68672
82533,Damsels in Distress,4/6/12,5.6,3.750338
50942,Creature,5/17/98,4,2.857848
84174,Bachelorette,8/6/12,5.3,20.95282
34099,Brave New Girl,4/25/04,3.7,0.18094
79940,Tim and Eric's Billion Dollar Movie,3/2/12,5.2,1.75311
342,Sommersturm,9/2/04,6.7,3.120747
281230,Fort McCoy,1/1/14,6.3,0.384496
38033,Chain Letter,10/1/10,3.9,2.504156
100975,Just Looking,10/21/99,5.8,0.431332
38541,The Divide,3/13/11,5.7,11.882563
39563,The Eclipse,4/24/09,6.1,9.342465
234212,Demonic,2/12/15,4.9,12.564554
27404,My Big Fat Independent Movie,3/4/05,3,0.68822
170480,The Deported,6/15/10,0,0.194848
71866,Tanner Hall,9/14/09,5.4,2.015525
192210,Open Road,4/12/13,5.2,2.680629
180296,They Came Together,6/27/14,5.3,12.036888
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1/14/13,2.9,1.737032
70006,Never Back Down 2: The Beatdown,9/13/11,5.8,9.249229
26039,Point Blank,8/30/67,7.1,5.164423
79587,Four Single Fathers,1/15/09,0,0.008263
176077,Enter the Dangerous Mind,3/11/13,4.8,1.998826
260947,Something Wicked,4/4/14,4.6,1.968679
342502,AWOL-72,8/7/15,2.8,1.141463
43213,Chicago Overcoat,10/10/09,6.1,0.214704
44594,Barry Munday,3/13/10,6.3,1.034844
666,Central do Brasil,1/16/98,7.6,1.975941
248,Pocketful of Miracles,12/18/61,7.3,5.928937
325173,Close Range,12/11/15,4.9,3.370225
55831,Boynton Beach Club,8/5/05,6.8,5.485217
351043,Amnesiac,8/14/15,4.1,0.18887
43942,Freakonomics,10/1/10,6.6,3.077885
10226,Haute tension,6/18/03,6.6,1.781462
66942,Griff the Invisible,8/19/11,6.1,4.952983
356483,Unnatural,10/16/15,4.3,1.35088
10476,Hustle & Flow,7/22/05,6.9,0.687656
239,Some Like It Hot,3/18/59,8,6.39503
10281,Friday the 13th Part VII: The New Blood,5/13/88,5.3,39.30982
630,The Wizard of Oz,8/15/39,7.4,9.070842
3034,Young Frankenstein,12/15/74,7.7,67.417542
13025,Diary of the Dead,9/8/07,5.4,36.444894
21461,Lage Raho Munna Bhai,1/1/06,7.6,15.351412
55306,Ulee's Gold,6/13/97,6.5,2.436019
17264,The Black Stallion,10/17/79,7,0.93392
16016,Rejsen til Saturn,9/26/08,4.9,11.35972
15875,Donovan's Reef,6/12/63,6,0.296981
5900,De jurk,3/21/96,7,1.776624
43306,A Guy Named Joe,3/1/44,6,1.897263
11072,Blazing Saddles,2/7/74,7.2,0.144031
9730,Friday the 13th: The Final Chapter,4/13/84,5.9,0.531444
209274,Ida,10/25/13,7.1,22.793929
26371,Maurice,9/18/87,7.1,14.013414
14137,Beer League,9/15/06,5.3,13.265432
291,Riding Giants,7/9/04,7.6,11.552247
14139,Los cronocrímenes,9/20/07,7,1.73892
33106,疯狂的赛车,1/20/09,7.4,0.895946
8875,Timber Falls,12/7/07,5.2,19.02965
872,Singin' in the Rain,4/10/52,7.8,0.406645
72914,"Fat, Sick & Nearly Dead",4/16/10,7.1,3.687574
139038,A Haunted House,1/11/13,5.4,36.556954
126509,2016: Obama's America,7/13/12,4.6,0.545825
9591,That Thing You Do!,10/4/96,6.8,18.661541
10676,Halloween III: Season of the Witch,10/22/82,5,0.973582
1687,Escape from the Planet of the Apes,5/20/71,6.3,14.885388
24748,Hud,5/29/63,7.5,12.030456
181330,Kevin Hart: Let Me Explain,7/3/13,7.1,18.30961
468,My Own Private Idaho,10/17/91,7.1,6.82919
401,Garden State,7/28/04,7.1,9.799357
76,Before Sunrise,1/27/95,7.7,10.363642
50538,Sur le seuil,10/3/03,6.9,30.583959
25636,Jesus' Son,9/5/99,6.7,23.672571
19316,Saving Face,9/12/04,6.8,0.205034
21074,Brick Lane,11/16/07,5.2,5.581743
84329,Robot & Frank,8/16/12,6.8,2.487255
20,My Life Without Me,3/7/03,7.2,0.262135
157386,The Spectacular Now,8/2/13,6.8,23.419061
13007,Religulous,10/1/08,7.2,7.958831
13518,Fuel,11/14/08,7,25.722747
116584,Valley of the Heart's Delight,4/24/06,7,9.774126
46849,Eye of the Dolphin,8/24/07,7.1,0.197469
40428,8: The Mormon Proposition,1/1/10,5.5,0.142255
17334,The Other End of the Line,10/29/08,6.1,0.301884
1698,Anatomie,2/3/00,6.1,0.424957
20764,Sleep Dealer,12/10/08,6,3.393648
45132,Super,9/9/10,6.6,5.025938
76706,Christmas Mail,12/1/10,5,4.624691
254472,Stung,7/3/15,4.9,12.204569
332285,Antibirth,9/2/16,4.8,0.630226
49471,Get on the Bus,10/16/96,7,4.270489
13569,Thr3e,12/1/06,4.8,3.674294
7512,Idiocracy,9/1/06,6.3,4.623059
356216,The Rise of the Krays,8/29/15,4.5,1.946715
11798,This Is England,9/12/06,7.4,27.940093
146631,U.F.O.,12/14/12,3.1,1.759506
43546,Bathing Beauty,7/1/44,7,8.395624
61038,Go for It!,5/13/11,4.6,8.248149
78373,"Dancer, Texas Pop. 81",5/1/98,10,0.628051
17820,Show Boat,7/13/51,6.9,0.500753
74457,Redemption Road,8/26/11,4.7,0.376662
283384,The Calling,8/5/14,5.6,1.606314
19933,The Brave Little Toaster,7/9/87,6.7,0.197264
756,Fantasia,11/13/40,7.2,5.759493
433715,8 Days,6/15/14,0,6.86302
9728,Friday the 13th Part III,8/13/82,5.7,32.875469
9731,Friday the 13th: A New Beginning,3/22/85,5.1,0.015295
9916,The Last Sin Eater,2/9/07,6.2,14.206525
309425,Do You Believe?,3/20/15,6.6,12.639469
14156,Impact Point,6/13/08,5.7,2.371477
43610,The Valley of Decision,6/1/45,5.8,2.470443
360339,Eden,10/22/15,5.6,1.532518
31163,Chicken Tikka Masala,4/22/05,3.5,0.1813
297621,There's Always Woodstock,11/14/14,5.4,2.713171
16205,Jack Brooks: Monster Slayer,10/9/07,5.7,0.258413
887,The Best Years of Our Lives,12/25/46,7.6,2.025701
9517,Bully,6/15/01,6.7,2.659804
6007,Elling,3/16/01,7,8.38717
364083,Mi America,10/16/15,0,6.677093
8329,[REC],4/10/07,7.1,2.526356
69640,Lies in Plain Sight,10/3/10,4.5,0.039007
347548,Containment,7/9/15,5.1,31.691617
322443,The Timber,2/27/15,4.1,0.47909
657,From Russia with Love,10/11/63,6.9,0.027801
28165,The Toxic Avenger Part II,2/24/89,5.3,2.122451
11561,Sleeper,12/17/73,7,0.803761
270303,It Follows,2/4/15,6.6,41.298723
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8/6/72,6.6,1.791331
595,To Kill a Mockingbird,12/25/62,8,10.664202
8810,Mad Max 2,12/24/81,7.3,100.876794
12207,醉拳二,2/3/94,7.2,13.223111
226,Boys Don't Cry,9/2/99,7.2,22.139842
92182,Silent House,1/21/11,5.2,37.117362
582,Das Leben der Anderen,3/15/06,7.9,15.046612
72213,Courageous,9/30/11,6.8,15.557144
990,The Hustler,9/25/61,7.6,11.66632
55604,Boom Town,8/30/40,6.5,34.938177
9662,Les triplettes de Belleville,6/11/03,7.3,5.961119
20862,Smoke Signals,1/16/98,6.6,17.639478
2771,American Splendor,8/15/03,7.1,1.867004
80,Before Sunset,2/10/04,7.6,13.944645
55,Amores perros,6/16/00,7.6,2.304552
11023,Thirteen,8/20/03,6.7,7.792851
33667,Gentleman's Agreement,11/11/47,6.8,14.799323
39013,Winter's Bone,6/11/10,6.8,23.281616
11194,Touching the Void,9/5/03,7.6,20.331593
43839,Alexander's Ragtime Band,5/24/38,4.8,5.381536
1382,Me and You and Everyone We Know,6/17/05,7,20.834883
44639,Inside Job,10/8/10,7.7,14.045887
